index,Image Name,Caption Number,Urdu Caption
1744,2250555512_71670078f5.jpg,0,اس کی دہائی میں ایک سیاہ بالوں والا آدمی پلاسٹک کے پیالا سے سبز مائع پیتے ہیں۔
1745,2250555512_71670078f5.jpg,1,ایک آدمی  پیال میں سبز مائع پیتے ہوئے ایک مسخ شدہ تصویر
1746,2250555512_71670078f5.jpg,2,آکسفورڈ قمیض پہنے ایک شخص بڑے خیمے میں بیئر پیالا پیتا ہے۔
1747,2250555512_71670078f5.jpg,3,ایک شخص شراب پیتے ہوئے۔
1748,2250555512_71670078f5.jpg,4,ایک  آدمی سبز مائع کا پیالا پی رہا ہے
1749,2251447809_2de73afcdf.jpg,0,ایک شخص برفیلی فٹ پاتھ پر کالی چہل قدموں سے ملبوس
1750,2251447809_2de73afcdf.jpg,1,ایک شخص برفیلی فٹ پاتھ پر چلتا ہے۔
1751,2251447809_2de73afcdf.jpg,2,ٹریفک چوراہے کے نظارے والے شہر میں خاموش فٹ پاتھ۔
1752,2251447809_2de73afcdf.jpg,3,آدمی شہر میں برفیلی فٹ پاتھ پر اپنی گاڑی کی طرف چل رہا ہے۔
1753,2251447809_2de73afcdf.jpg,4,پگھلا ہوا برف کے ساتھ فٹ پاتھ پر سیاہ فام لباس پہنے ایک شخص ہے۔
1754,2251992614_0c601fae2c.jpg,0,لوگوں کی ایک مصروف گلی اور دو افراد بغیر شرٹ پہنے ہوئے ہیں۔
1755,2251992614_0c601fae2c.jpg,1,ایک شخص اپنی قمیض اتار کر چلتا ہے اور مصروف شہر کی گلی میں پتلون لپیٹتا ہے۔
1756,2251992614_0c601fae2c.jpg,2,بہت سے لوگ بھیڑ سڑک پر چل رہے ہیں۔
1757,2251992614_0c601fae2c.jpg,3,خاتون بغیر  قمیض والےآدمی کو دیکھ رہی ہے۔
1758,2251992614_0c601fae2c.jpg,4,نوجوان گرم دن پر عوامی چوک پر گھوم رہے ہیں۔
1759,2255332561_3375897ff0.jpg,0,ایک تنہا آدمی جو ایک بڑی چٹان کی دیوار کے پہلو پر چڑھ رہا ہے۔
1760,2255332561_3375897ff0.jpg,1,ایک شخص پہاڑ کی طرف ہے اور بڑی بڑی چٹانوں میں گھوم رہا ہے۔
1761,2255332561_3375897ff0.jpg,2,ایک آدمی ایک بڑے پہاڑ کے پتھریلی کنارے پر کھڑا ہے۔
1762,2255332561_3375897ff0.jpg,3,ایک شخص چہرے کے اوپر کھڑا ہے۔
1763,2255332561_3375897ff0.jpg,4,آدمی پہاڑ پر ہے۔
1764,2255338013_566127590b.jpg,0,ایک شخص سمندر کے اوپر ایک پہاڑ سے نیچے جا رہا ہے۔
1765,2255338013_566127590b.jpg,1,ایک شخص ایک جھیل کے قریب ایک پہاڑ کو پسپا کر رہا ہے۔
1766,2255338013_566127590b.jpg,2,ایک شخص ایک پہاڑ کی سمت سمندر سے پار کر رہا ہے۔
1767,2255338013_566127590b.jpg,3,ایک شخص سمندر کی طرف ایک نالے سے جھول رہا ہے۔
1768,2255338013_566127590b.jpg,4,ایک شخص پانی کے جسم کے اوپر ایک پہاڑ کو چڑھا رہا ہے۔
1769,2256133102_e2c8314ecb.jpg,0,نیلی پتلون پہنے ایک شخص پانی پر ایک چٹان کو دور کرتا ہے۔
1770,2256133102_e2c8314ecb.jpg,1,ایک شخص پانی کے اوپر پہاڑ سے لکیر کے ساتھ لٹکا ہوا ہے۔
1771,2256133102_e2c8314ecb.jpg,2,ایک فرد پانی کی طرف ایک پہاڑ سے نیچے گر رہا ہے
1772,2256133102_e2c8314ecb.jpg,3,ایک شخص پہاڑی پر رسی سے لٹکا ہوا ہے
1773,2256133102_e2c8314ecb.jpg,4,کوئی سمندر کے کنارے چٹانی چٹان سے رسی پر الجھتا ہے۔
1774,2256138896_3e24b0b28d.jpg,0,ایک شخص تکنیکی پتھر چڑھنے کرتا ہے۔
1775,2256138896_3e24b0b28d.jpg,1,ایک کالا رنگ کا ملبوس آدمی ڈوریوں کے سہارے پہاڑ پر چڑھ رہا ہے
1776,2256138896_3e24b0b28d.jpg,2,ایک آدمی پہاڑ پر چڑھ رہا ہے۔
1777,2256138896_3e24b0b28d.jpg,3,سفید ہیلمٹ پہنے ایک شخص سینڈی رنگ کے پتھر کے چہرے سے نیچے جا رہا ہے۔
1778,2256138896_3e24b0b28d.jpg,4,ایک سفید ہیلمٹ والا چٹان چڑھا ہوا ہے۔
1779,2257294002_0073263c54.jpg,0,ایک خاندان کے بچے انتظار کرتے وقت کھیلتے ہیں۔
1780,2257294002_0073263c54.jpg,1,ایک آدمی پر نظر ڈالتے ہوئے تین ایشیائی بچے ڈانس کرتے ہیں۔
1781,2257294002_0073263c54.jpg,2,تین بچے ایک عوامی جگہ پر جمپنگ جیک کرتے ہیں جبکہ ایک شخص بیٹھا ہوا دیکھتا ہے۔
1782,2257294002_0073263c54.jpg,3,قریب تین کرسیوں کی قطار سے ایک بوڑھا آدمی دیکھتے ہوئے تین بچے چھلانگ لگا رہے ہیں۔
1783,2257294002_0073263c54.jpg,4,تین چھوٹے بچوں نے چھلانگ لگائی جب کہ ایک بوڑھا آدمی اپنی نشست سے دیکھ رہا ہے۔
1784,2261550615_b6c25d987b.jpg,0,ایک چرواہا ٹوپی والا آدمی بازار سے گزر رہا ہے اور اپنی جیب میں جا رہا ہے۔
1785,2261550615_b6c25d987b.jpg,1,ایک چرواہا ٹوپی والا شخص ڈپارٹمنٹ اسٹور میں چل رہا ہے۔
1786,2261550615_b6c25d987b.jpg,2,ایک ٹوپی میں  شخص اسٹور سے گزر رہا ہے۔
1787,2261550615_b6c25d987b.jpg,3,چمڑے کی جیکٹ اور چرواہا ٹوپی والا ایک شخص مال کے راستے میں چل رہا ہے۔
1788,2261550615_b6c25d987b.jpg,4,ایک دکان کے اندر چھ افراد۔
1789,2265096094_8cc34d669c.jpg,0,اس میں لڑکے کے ساتھ ایک گدھا ھے جو کھینچنے پر گا ڑی کو بریک لگاتا ہے۔
1790,2265096094_8cc34d669c.jpg,1,ایک گدھا ایک آدمی کے ساتھ گاڑی کھینچ رہا ہے
1791,2265096094_8cc34d669c.jpg,2,کھجور ایک شخص کو کھجور کے درختوں کے ساتھ والی ایک گاڑی میں رکھے ہوئے ہے۔
1792,2265096094_8cc34d669c.jpg,3,گندگی کے راستے کے ساتھ اندر ایک آدمی کے ساتھ گاڑی کھینچتے ہوئے ایک خچر۔
1793,2265096094_8cc34d669c.jpg,4,ایک شخص کو ایک گدھے کے ذریعہ ایک ٹوکری میں کھینچا گیا ہے۔
1794,2266061169_dfbf8f0595.jpg,0,ایک شخص کالی ، غیر کام کرنے والی کشتی کے اندر لیٹا ہوا ہے۔
1795,2266061169_dfbf8f0595.jpg,1,ایک شخص عمارت کے خلاف لکڑی کے ڈھانچے میں آرام کرنے کے لئے لیٹ گیا۔
1796,2266061169_dfbf8f0595.jpg,2,ایک آدمی جس کی پناہ گاہ عوامی بینچ پر سو رہی ہے۔
1797,2266061169_dfbf8f0595.jpg,3,ایک آدمی ایک کشتی کے استر میں سوتا ہے جو اینٹوں کی دیوار سے ٹکرا جاتا ہے۔
1798,2266061169_dfbf8f0595.jpg,4,آدمی باہر ایک سیاہ ڈھانچے کے اندر لیٹا ہوا ہے۔
1799,2266142543_b2de18c081.jpg,0,کالی ٹی شرٹ پہنے ایک شخص جب شراب پی رہا ہے تو نیچے کی طرف دیکھ رہا ہے۔
1800,2266142543_b2de18c081.jpg,1,شیشے کے ساتھ سیاہ فام آدمی  شراب پیتے ہوئے دیکھ رہا ہے۔
1801,2266142543_b2de18c081.jpg,2,ایک شخص جو کالی رنگ کی ٹوپی اور شیشے پہنے ہوئے ہاتھ میں کسی چیز کی طرف دیکھ رہا ہے۔
1802,2266142543_b2de18c081.jpg,3,پیچھے کی طرف بیس بال کی ٹوپی والا شخص ایک کپ تھامے ہوئے ہے
1803,2266142543_b2de18c081.jpg,4,سیاہ فام شیشے والا ایک شخص ہاتھ میں شراب پی کر سو رہا ہے
1804,2266144051_614b2d62b0.jpg,0,ایک بائکر نے عمارتوں کے ساتھ تمام کالے پوشاک پہنے ہوئے ہیں اور ایک ایسا درخت جس کے پاس کوئی پتی نہیں ہے۔
1805,2266144051_614b2d62b0.jpg,1,شہر میں سیاہ فام آدمی ایک موٹرسائیکل کے ساتھ ساتھ چل رہا ہے۔
1806,2266144051_614b2d62b0.jpg,2,سیاہ فام ہیلمیٹ پہنے ایک شخص اپنی سائیکل کو دبارہا ہے۔
1807,2266144051_614b2d62b0.jpg,3,دھند کے دن سائیکل پر سوار آدمی
1808,2266144051_614b2d62b0.jpg,4,ایک سائیکل اور ہیلمیٹ کے ساتھ آدمی.
1809,2267819545_446c5a3e18.jpg,0,لوگوں سے بھری عمارت میں ایک لڑکا میوزک پر ڈانس کرتا دکھائی دے رہا ہے۔
1810,2267819545_446c5a3e18.jpg,1,ایک آدمی اپنے گردونواح میں محصور ہے۔
1811,2267819545_446c5a3e18.jpg,2,جامنی رنگ کی قمیض پہنے ایک شخص آنکھیں بند کرکے اسٹیڈیم میں کھڑا ہے۔
1812,2267819545_446c5a3e18.jpg,3,ارغوانی رنگ کی قمیض پہنے ایک آدمی آنکھیں بند کرکے کھڑا ہے۔
1813,2267819545_446c5a3e18.jpg,4,ایک تقریب میں داڑھی والا ایک نوجوان۔
1814,2268109835_d6edbe1c2b.jpg,0,ایک آدمی لمبی جال کے ساتھ جزوی طور پر ابر آلود آسمان سے پرندہ پکڑتا ہے۔
1815,2268109835_d6edbe1c2b.jpg,1,چھلا ہوا لباس پہنے ہوئے آدمی نے ہوا میں لمبے لمبے ہینڈل پر جال پکڑا ہوا ہے۔
1816,2268109835_d6edbe1c2b.jpg,2,ایک شخص جو جلی میں پرندوں کو پکڑنے کی کوشش کر رہا ہے۔
1817,2268109835_d6edbe1c2b.jpg,3,گھاس پر ایک شخص ہوا میں رسی پھینک رہا ہے۔
1818,2268109835_d6edbe1c2b.jpg,4,ہوا میں کسی چیز کو پکڑنے کے لیےایک شخص طویل ہینڈلڈ جال کا استعمال کرتا ہے۔
1819,2268115375_69884e958d.jpg,0,ایک پہاڑی پر چلتے ہوئے ایک آدمی مردہ پرندے پالتا ہے۔
1820,2268115375_69884e958d.jpg,1,ایک شخص ایک سارے میدان میں بے شمار پینگوئن لے کر جارہا ہے۔
1821,2268115375_69884e958d.jpg,2,سبز واٹر پروفس پہنے ایک شخص گھاس دار چٹان پر چل رہا ہے جس میں کچھ پینگوئن تھے۔
1822,2268115375_69884e958d.jpg,3,ایک شخص جس کے ہر ہاتھ میں ایک سے زیادہ جانور ہیں وہ ایک کٹی ہوئی گھاٹی والی پہاڑی سے چل رہا ہے۔
1823,2268115375_69884e958d.jpg,4,آدمی مردہ پرندوں کے بنڈل لے کر کھیت میں گھوم رہا ہے۔
1824,2268596214_ca532f5c63.jpg,0,ایک کیمرہ مین اپنے کیمرے کی سیٹنگ کو چیک کرتا ہے۔
1825,2268596214_ca532f5c63.jpg,1,ایک کیمرہ والا آدمی اپنے کام کا مطالعہ کرتا ہے۔
1826,2268596214_ca532f5c63.jpg,2,ہیڈسیٹ والا آدمی ایک ویڈیو کیمرے میں دیکھ رہا ہے۔
1827,2268596214_ca532f5c63.jpg,3,جامنی رنگ کی ہیٹ میں بندہ والا ایک ویڈیو کیمرہ چلا رہا ہے۔
1828,2268596214_ca532f5c63.jpg,4,ایک شخص جس کی ٹوپی اور ہیڈسیٹ پہنے ہوئے ہے وہ فوٹو لے رہا ہے۔
1829,2268601066_b018b124fd.jpg,0,ایک آدمی نیچے بیٹھا ہوا تھا ، اس کے سر نیچے تھے اور آنکھیں بند تھیں
1830,2268601066_b018b124fd.jpg,1,ایک پسماندہ ٹوپی والا آدمی زمین پر بیٹھا ہے
1831,2268601066_b018b124fd.jpg,2,ایک سفید قمیض پہنے ہوئے ایک نوجوان اور سر کے ساتھ سونے کی ٹوپی۔
1832,2268601066_b018b124fd.jpg,3,سفید قمیص والا ایک نوجوان اور سونے اور کالی رنگ کی ٹوپی کیے بیٹھے ہوئے ہیں۔
1833,2268601066_b018b124fd.jpg,4,نوجوان نے ہیٹ پہنے سر کو لٹکایا۔
1834,2268729848_d418451226.jpg,0,ایک لڑکا ٹرین پر پٹے پر لٹکا ہوا ہے۔
1835,2268729848_d418451226.jpg,1,ایک سفید اور سبز دھاری دار قمیض اور سیاہ شارٹس کا لڑکا۔
1836,2268729848_d418451226.jpg,2,ایک چھوٹا لڑکا ٹرام پر ادھر ادھر کھیل رہا ہے۔
1837,2268729848_d418451226.jpg,3,سبوے اور سفید قمیض پہنے ایک نوجوان سب وے کار میں دو پٹے سے لٹکا ہوا
1838,2268729848_d418451226.jpg,4,سب وے پر سوار بچے
1839,2272750492_91e8f67328.jpg,0,ایک شخص اسنوبورڈنگ کے دوران ہوا سے چھلانگ لگا رہا ہے۔
1840,2272750492_91e8f67328.jpg,1,سرمئی پتلون میں سنوبورڈر اور سفید جیکٹ کچھ ہوا پکڑتی ہے۔
1841,2272750492_91e8f67328.jpg,2,گرے پتلون میں سنوبورڈ چھلانگ لگا رہا ہے۔
1842,2272750492_91e8f67328.jpg,3,بھوری پتلون کے ساتھ ایک سنوبورڈر.
1843,2272750492_91e8f67328.jpg,4,ایک شخص جو سنو بورڈ پر گرے رنگ کی پینٹ پہنتا ہے۔
1844,2272823323_3b7291cd47.jpg,0,نارنگی رنگ کا کوٹ پہنے ایک آدمی برف میں چلتے ہوئے دوسرے سے مخاطب ہوتا ہے۔
1845,2272823323_3b7291cd47.jpg,1,پہاڑ کوہ پیما چڑھنے پر آرام کرنے کے لئے رک رہے ہیں۔
1846,2272823323_3b7291cd47.jpg,2,سرخ اور نارنجی رنگ کی جیکٹ میں دو مرد برف کے کھمبے پر ٹیک لگائے ہوئے ہیں۔
1847,2272823323_3b7291cd47.jpg,3,برف کے سامان والے دو آدمی فاصلے پر گھورتے ہیں۔
1848,2272823323_3b7291cd47.jpg,4,دو کوہ پیما برف کے راستے پر آگے دیکھ رہے ہیں۔
1849,2272967004_1531726d71.jpg,0,ایک سنوبورڈ والا شخص پہاڑ کے اوپر بیٹھا نظارہ دیکھ رہا ہے۔
1850,2272967004_1531726d71.jpg,1,ایک شخص سینڈی کے پہاڑی کنارے پر بیٹھا ہوا آبشاروں کو گھور رہا ہے۔
1851,2272967004_1531726d71.jpg,2,دھند دار پہاڑوں کے نظارے کو دیکھتے ہوئے ایک سنو بورڈر اس سنوبورڈ کے ساتھ ٹیک لگا رہا ہے
1852,2272967004_1531726d71.jpg,3,ایک سنوبورڈر ایک پہاڑ پر بیٹھا ہے جو ایک سفید دھند کے مناظر کو گھور رہا ہے۔
1853,2272967004_1531726d71.jpg,4,اسنوبورڈر نے کچھ پہاڑوں پر دوری کی طرف دیکھا۔
1854,2273028514_d7b584f73d.jpg,0,سب وے اسٹیشن میں ایک جوڑے کا بوسہ
1855,2273028514_d7b584f73d.jpg,1,ایک جوڑے نے اندھیرے میں خاموشی سے بوسہ لیا۔
1856,2273028514_d7b584f73d.jpg,2,ایک مرد اور عورت کا بوسہ لینے کا ایک سیاہ روشنی والا منظر۔
1857,2273028514_d7b584f73d.jpg,3,ایک تاریک سب وے میں بوسہ دیتے ہوئے ایک مرد اور عورت
1858,2273028514_d7b584f73d.jpg,4,سب وے اسٹیشن میں چمڑے کی جیکٹ میں ایک شخص لڑکی کو بوسہ دے رہا ہے۔
1859,2273105617_7c73d2d2d3.jpg,0,ٹین جیکٹ میں ایک بوڑھی عورت لکڑی کے مکان کے دروازے کے پاس کھڑی ہے جس میں سبز اور خاکستری بیگ ہے۔
1860,2273105617_7c73d2d2d3.jpg,1,ایک پورچ پر براؤن کوٹ پہنے ایک شخص
1861,2273105617_7c73d2d2d3.jpg,2,بھوری رنگ کی جیکٹ میں بندہ ایک کھلی پورچ کے دروازے کے سامنے کھڑا ہے۔
1862,2273105617_7c73d2d2d3.jpg,3,ایک بوڑھی عورت دوری پر کھڑی فاصلے سے دیکھ رہی ہے
1863,2273105617_7c73d2d2d3.jpg,4,پورچ کی خاتون نے براؤن جیکٹ پہن رکھی ہے۔
1864,2273871383_1ddb3562ea.jpg,0,ایک بزرگ ایک چھوٹے آدمی کے پاس کھڑا ہے۔
1865,2273871383_1ddb3562ea.jpg,1,بھورے رنگ کا ایک بوڑھا شریف آدمی کیمرے کو حیرت کا نظارہ دیتا ہے۔
1866,2273871383_1ddb3562ea.jpg,2,ایک بوڑھا آدمی کیمرے کا سامنا کرتا ہے جبکہ نیلے رنگ کی جیکٹ میں ایک نوجوان نظر آرہا ہے۔
1867,2273871383_1ddb3562ea.jpg,3,ایک بوڑھا آدمی کیمرے کا سامنا کرتا ہے جبکہ نیلے رنگ کی جیکٹ میں ایک نوجوان نظر آرہا ہے۔
1868,2273871383_1ddb3562ea.jpg,4,خاکستری میں بوڑھا آدمی ایک عمارت کے سامنے نیلے رنگ میں ایک چھوٹے سے آدمی کے پاس کھڑا ہے۔
1869,2274602044_b3d55df235.jpg,0,ایک شخص گھاس والی پہاڑی پر واقع سبز رنگ کے بینچ پر بیٹھا ہوا تھا  ایک کتے کے ساتھ کھیل رہا تھا۔
1870,2274602044_b3d55df235.jpg,1,بینچ پر بیٹھا ایک شخص کتے کو کھلا رہا ہے۔
1871,2274602044_b3d55df235.jpg,2,بینچ پر بیٹھا ایک شخص کتے کو پالتا ہے۔
1872,2274602044_b3d55df235.jpg,3,گرے رنگ کی جیکٹ پہنے شخص  سبز رنگ کے بینچ پر بیٹھا ایک کالا کتے کو سرخ کالر پہنا رھا تھا۔
1873,2274602044_b3d55df235.jpg,4,ایک کالےکتے کے ساتھ پارک بینچ پر بیٹھا بوڑھا آدمی۔
1874,2275372714_017c269742.jpg,0,لڑکوں کا ایک گروپ سفید پلاسٹک کی بالٹی میں سوڈا ڈال رہا ہے جبکہ ایک شخص سائیکل پمپ کرتا ہے۔
1875,2275372714_017c269742.jpg,1,ایک آدمی ، نو عمر ، اور دو لڑکے کھیت میں مائع کے ساتھ ایک بالٹی ملا رہے ہیں۔
1876,2275372714_017c269742.jpg,2,ایک شخص بیلچہ اور تین دیگر افراد کے قریب کام کی بالٹی میں پانی ڈالتا ہے۔
1877,2275372714_017c269742.jpg,3,چار لڑکے ایک کھیت میں ہیں۔
1878,2275372714_017c269742.jpg,4,سوڈا کی بوتل ہوا میں چلتے ہی بچوں نے دیکھا۔
1879,2277299634_e14bdb7ff7.jpg,0,ایک مصروف سڑک پر ایک آدمی۔
1880,2277299634_e14bdb7ff7.jpg,1,سڑکوں پر ایک آدمی
1881,2277299634_e14bdb7ff7.jpg,2,ایک آدمی سڑک پر کھڑا ہے۔
1882,2277299634_e14bdb7ff7.jpg,3,ایک آدمی شہر کے راستے پر کھڑا ہے۔
1883,2277299634_e14bdb7ff7.jpg,4,ایک آدمی ہے جس کی توجہ مرکوز والی گلی میں ہے۔
1884,2278766574_f71f1704a8.jpg,0,ایک مرد کی پشت پر ایک نوجوان عورت سیمنٹ کے راستے پر چل رہی ہے جس کے پیچھے ایک اور جوڑے نے ہاتھ تھامے ہوئے ہیں۔
1885,2278766574_f71f1704a8.jpg,1,لوگ باہر کے راستے پر چلتے ہیں۔
1886,2278766574_f71f1704a8.jpg,2,کئی لوگ ایک پگڈنڈی پر چل رہے ہیں۔
1887,2278766574_f71f1704a8.jpg,3,مرد ایک عورت کو پارک میں ایک گلابی بیک سواری دے رہا ہے۔
1888,2278766574_f71f1704a8.jpg,4,درختوں ، جھاڑیوں اور گھاس سے مزین دو راستے پر چلتے ہوئے دو جوڑے۔
1889,2278776373_fe499a93be.jpg,0,ایک لڑکا عمارتوں کے قریب چل رہا ہے۔
1890,2278776373_fe499a93be.jpg,1,ایک نیلی اور جامنی رنگ کی دھاری دار قمیض اور ٹوپی والا ایک شخص اینٹوں کی عمارت سے گذر رہا ہے۔
1891,2278776373_fe499a93be.jpg,2,ایک گیراج کے ذریعہ سڑک پر چلتا ہوا ایک شخص۔
1892,2278776373_fe499a93be.jpg,3,ایک شخص اینٹوں کے شیڈ سے گذر رہا ہے۔
1893,2278776373_fe499a93be.jpg,4,ایک سفید بینی کا ایک نوجوان سڑک پر چل رہا ہے اور گیراج سے گزر رہا ہے۔
1894,2281054343_95d6d3b882.jpg,0,کالی رنگ کی ٹوپی پہنے ہوئے ایک شخص مصروف شہر کی گلی سے گزر رہا ہے۔
1895,2281054343_95d6d3b882.jpg,1,ایک مصروف شہر کی گلی میں ٹوپی میں بند ایک شخص کا ایک شاہکار۔
1896,2281054343_95d6d3b882.jpg,2,نشانیاں والی عمارتوں کے قریب کالی ہیٹ اور کالا کوٹ والا شخص۔
1897,2281054343_95d6d3b882.jpg,3,ایک بھیڑ شہر کے علاقے میں تین افراد۔
1898,2281054343_95d6d3b882.jpg,4,تھر آدمی کی ایک شاٹ ہے جس کی پیٹھ شہر میں پھیری گئی ہے۔
1899,2281768510_9cc5728c55.jpg,0,سرخ تیراکی کے تنوں میں ایک شخص پانی کے اوپر ایک چٹان پر برف میں کھڑا ہے۔
1900,2281768510_9cc5728c55.jpg,1,لال تنوں والا ایک شخص جھیل میں تلاش کر رہا ہے۔
1901,2281768510_9cc5728c55.jpg,2,سرخ اور سیاہ رنگ کی شارٹس پہنے ایک نوجوان شرٹلیس آدمی برف پوش پہاڑ پر کھڑا ہے اور جھیل کے اوپر سے باہر دیکھتا ہے۔
1902,2281768510_9cc5728c55.jpg,3,لڑکا برف میں کھڑا پانی کی طرف گھورتا ہے۔
1903,2281768510_9cc5728c55.jpg,4,شارٹس پہنے آدمی پانی کے ایک حصے میں برف میں کھڑا ہے۔
1904,2282043629_91b7831352.jpg,0,7 افراد کا ایک خاندان برف میں ڈوبا ہوا
1905,2282043629_91b7831352.jpg,1,ایک کنبہ برف پوش جنگل میں پوز
1906,2282043629_91b7831352.jpg,2,ایک خاندان سلیڈنگ کے سفر پر برف میں کھڑا ہے۔
1907,2282043629_91b7831352.jpg,3,ایک خاندان برف  میں کھڑا ہے.
1908,2282043629_91b7831352.jpg,4,ایک مرد اور ایک عورت ، جس میں چار بچوں کے ساتھ برف میں تصویر بنائے ہوئے ہیں۔
1909,2282895743_f803f1cf01.jpg,0,ایک مرد اور ایک عورت داغے ہوئے شیشے کی کھڑکی سے گذر رہے ہیں
1910,2282895743_f803f1cf01.jpg,1,نیلے رنگ کے سویٹ سوٹ میں ایک آدمی اور بھوری رنگ کی جیکٹ اور بھوری رنگ کے جوتے پہنے ہوئے ایک عورت ساتھ چل رہے ہیں۔
1911,2282895743_f803f1cf01.jpg,2,یوگس ، بلیک ٹائٹس ، اور گرے سویٹر کی ایک خاتون نیلے رنگ کے سویٹ سوٹ میں بہت سے لوگوں کے ساتھ چلتی ہے۔
1912,2282895743_f803f1cf01.jpg,3,مرد اور ایک  عورت بازو رکھے چل پڑی۔
1913,2282895743_f803f1cf01.jpg,4,دو مختصر ، موٹے لوگ سڑک پر چلتے ہیں۔
1914,2285570521_05015cbf4b.jpg,0,جب وہ برف سے گزرتا ہے تو کراس کنٹری اسکیئر نے اس کے پیچھے ایک پگڈنڈی چھوڑ دی ہے۔
1915,2285570521_05015cbf4b.jpg,1,پس منظر میں درختوں کے ساتھ برفیلی کنارے کو پار کرنے والا تنہا اسکیئر
1916,2285570521_05015cbf4b.jpg,2,ایک آدمی برف سے ڈھکے ہوئے راستے پر پیدل سفر کر رہا ہے۔
1917,2285570521_05015cbf4b.jpg,3,ایک آدمی ایک برفیلی پہاڑی سے اسکیئنگ کررہا ہے جب وہ ایک لمبا سایہ ڈال رہا ہے۔
1918,2285570521_05015cbf4b.jpg,4,اسکیئر ایک خوبصورت دن پہاڑی سے نیچے چلا گیا۔
1919,2286236765_2a63eeb550.jpg,0,ایک گلابی لباس میں ایک آدمی اور ایک چھوٹی سی لڑکی
1920,2286236765_2a63eeb550.jpg,1,ایک شخص گلابی رنگ میں ایک چھوٹے بچے کو دیکھ رہا ہے۔
1921,2286236765_2a63eeb550.jpg,2,گلابی رنگ کی ایک چھوٹی سی لڑکی اس کے پاس کھڑی ہے جو براؤن پہنے ہوئے ہے اور بیٹھ گیا ہے۔
1922,2286236765_2a63eeb550.jpg,3,وہ شخص پارک میں ایک چھوٹی لڑکی کے ساتھ بیٹھا ہے۔
1923,2286236765_2a63eeb550.jpg,4,گلابی لباس میں جوان لڑکی اور آدمی دونوں بیٹھے نظر آرہے ہیں۔
1924,2286239223_d84ffc4e4a.jpg,0,ایک بینچ پر ایک مرد اور ایک عورت۔
1925,2286239223_d84ffc4e4a.jpg,1,ایک مرد اور ایک عورت باہر بینچ پر بیٹھے ہیں۔
1926,2286239223_d84ffc4e4a.jpg,2,ایک مرد اور عورت پارک کے بینچ پر بیٹھے ہیں۔
1927,2286239223_d84ffc4e4a.jpg,3,ایک آدمی اپنے بازو پر ایک عورت کے گرد بینچ پر بیٹھا ہے۔
1928,2286239223_d84ffc4e4a.jpg,4,دونوں افراد بینچ پر بیٹھ گئے جبکہ ٹین جیکٹ میں بندہ سگریٹ پی رہا تھا۔
1929,2288530008_4ebcee2174.jpg,0,ایک آدمی جس کا لال بیگ تھا وہ سیاہ ٹرین پر قریب سے دیکھ رہا ہے جو دھواں نکال رہی ہے۔
1930,2288530008_4ebcee2174.jpg,1,ایک آدمی ٹرین کے انجن میں تلاش کر رہا ہے۔
1931,2288530008_4ebcee2174.jpg,2,دھواں اڑانے والی ٹرین
1932,2288530008_4ebcee2174.jpg,3,لوگ ایک پرانی طرز کی ٹرین کے قریب فٹ پاتھ پر کھڑے ہیں۔
1933,2288530008_4ebcee2174.jpg,4,آدمی مصروف ٹرین اسٹیشن پر ٹرین کے قریب کھڑا ہے۔
1934,2289068031_fe26990183.jpg,0,ایک موٹر سائیکل پر سوار ایک بار کے اوپر ہوا میں سوار ہوتا ہے۔
1935,2289068031_fe26990183.jpg,1,قطب کودنے والی موٹرسائیکل
1936,2289068031_fe26990183.jpg,2,ایک شخص کھمبے کے اوپر موٹرسائیکل سے چھلانگ لگا رہا ہے جبکہ کیمرہ مین فلم۔
1937,2289068031_fe26990183.jpg,3,ویڈیو پروفیشنل ہونے کے دوران ایک پیشہ ور گندگی بکر
1938,2289068031_fe26990183.jpg,4,ہوا میں تیز چال کا مظاہرہ کرنے والا موٹرسائیکل پر آدمی۔
1939,2292406847_f366350600.jpg,0,ایک روبوٹ میں ایک شخص نیلے پانی کے پار کر رہا ہے۔
1940,2292406847_f366350600.jpg,1,ایک شخص نیپٹینو نامی ایک چھوٹی کشتی میں سوار تھا
1941,2292406847_f366350600.jpg,2,ایک شخص اپنی کشتی کو نیچے قطار کر رہا ہے۔
1942,2292406847_f366350600.jpg,3,آدمی ایک کشتی میں سوار تھا۔
1943,2292406847_f366350600.jpg,4,ماہی گیر ایک نئی جگہ پر پیڈل.
1944,2294688426_96c8614f1d.jpg,0,سیاہ پونچو میں ملبوس ایک شخص پارکنگ کے بیچ میں کھڑا ہے۔
1945,2294688426_96c8614f1d.jpg,1,سیاہ فام شرٹ پہنے ہوئے ایک شخص پارکنگ میں تصویر کے پوز بنا رھا ہے۔
1946,2294688426_96c8614f1d.jpg,2,داڑھی والا آدمی ، سیاہ لباس میں ملبوس سگریٹ نوشی کر رہا ہے۔
1947,2294688426_96c8614f1d.jpg,3,سیاہ فام شرٹ پہنے ہوئے ایک شخص سڑک کے کنارے سگریٹ پی رہا ہے۔
1948,2294688426_96c8614f1d.jpg,4,پوشاک پہنے آدمی کے داڑھی پر سونا ہے۔
1949,2298283771_fb21a4217e.jpg,0,بڑوں کا ایک گروپ چل رہا ہے۔
1950,2298283771_fb21a4217e.jpg,1,ایک کالے رنگ کا سوٹ پہنے ایک آدمی لمبے بالوں والی عورت کی طرف دیکھ رہا ہے
